datasourceid,time,rolling_pm25_24h,rolling_no2_24h
DWRMS8182,2026-01-27T08:57:47.000Z,12.67,
DWTBK5575,2026-02-10T23:43:08.000Z,25.49,23.06
DWTBM7891,2026-01-26T12:42:06.000Z,11.17,
DWTBM7891,2026-01-26T15:51:16.000Z,11.004999999999999,
DWTBM7891,2026-01-26T23:18:12.000Z,11.406666666666666,
DWTBM7891,2026-01-27T14:28:54.000Z,10.663333333333334,
DWZPM1574,2026-01-26T14:50:35.000Z,9.67,
DWZPM1574,2026-01-26T17:43:34.000Z,9.985,
DWZPM1574,2026-01-27T05:32:29.000Z,12.959999999999999,
DWZPM1574,2026-02-10T05:21:45.000Z,28.58,14.06
DWZPM1574,2026-02-10T20:50:08.000Z,22.099999999999998,11.155000000000001
DWZRL1539,2026-01-26T12:13:00.000Z,5.67,
DWZRL1539,2026-01-26T22:44:57.000Z,8.585,
DWZRL1539,2026-01-27T12:41:29.000Z,10.379999999999999,
DWZRL1539,2026-02-10T15:20:43.000Z,22.96,18.7
DXEMM9791,2026-01-26T15:05:19.000Z,8.17,
DXEMM9791,2026-01-27T06:01:59.000Z,11.33,
DXEMM9791,2026-01-27T14:04:28.000Z,11.376666666666667,
DXEMM9791,2026-02-10T14:21:54.000Z,20.4,18.63
DXHCB5919,2026-01-26T16:37:19.000Z,7.58,
DXHCB5919,2026-01-26T17:25:12.000Z,7.945,
DXHCB5919,2026-01-26T21:30:16.000Z,9.223333333333334,
DXHCB5919,2026-01-26T21:34:46.000Z,10.13,
DXHCB5919,2026-01-26T22:05:21.000Z,10.478,
DXHCB5919,2026-01-27T00:55:44.000Z,9.873333333333333,
DXHCB5919,2026-01-27T02:02:48.000Z,9.865714285714287,
DXHCB5919,2026-01-27T03:05:49.000Z,10.485,
DXHCB5919,2026-01-27T06:12:39.000Z,10.95111111111111,
DXHCB5919,2026-01-27T11:31:54.000Z,11.08,
DXHCB5919,2026-01-27T11:49:54.000Z,10.99,
DXHCB5919,2026-01-27T11:54:26.000Z,10.966666666666667,
DXHCB5919,2026-02-10T21:54:15.000Z,20.29,14.44
DXHCB5919,2026-02-10T21:58:27.000Z,20.39,14.575
DXHCB5919,2026-02-10T23:18:11.000Z,21.483333333333334,14.916666666666666
DXHYE9278,2026-01-27T11:30:59.000Z,17.94,
DXHYE9278,2026-01-27T12:23:10.000Z,18.925,
DXHYE9278,2026-02-10T21:48:07.000Z,18.34,17.61
DXIGM4223,2026-01-27T04:23:01.000Z,16.24,
DXIGM4223,2026-01-27T05:14:39.000Z,16.75,
DXIGM4223,2026-01-27T10:41:30.000Z,16.246666666666666,
DXIGM4223,2026-02-10T23:56:54.000Z,24.69,34.43
DXRZC4102,2026-01-26T14:18:39.000Z,9.26,
DXRZC4102,2026-02-10T21:12:41.000Z,18.94,21.09
DXUQX7513,2026-02-10T19:57:21.000Z,15.28,17.46
DXWXZ1902,2026-02-10T06:06:28.000Z,19.56,17.72
DXWXZ1902,2026-02-10T20:21:45.000Z,21.33,15.565
DXXAJ4778,2026-01-26T16:40:38.000Z,9.17,
DXXAJ4778,2026-01-26T23:37:10.000Z,9.469999999999999,
DXXAJ4778,2026-01-26T23:54:30.000Z,9.476666666666667,
DYDVV6312,2026-01-27T02:05:28.000Z,9.22,
DYDVV6312,2026-02-10T03:08:43.000Z,18.71,18.77
DYGHJ0891,2026-01-26T19:09:59.000Z,9.54,
DYGHJ0891,2026-01-27T02:03:57.000Z,10.895,
DYHTK6723,2026-01-26T13:06:13.000Z,9.63,
DYHTK6723,2026-01-27T11:30:04.000Z,11.515,
DYHTK6723,2026-02-10T20:43:44.000Z,16.71,18.19
DYLLV9237,2025-11-30T10:15:58.078Z,,
DYLLV9237,2026-01-19T01:42:02.000Z,,
DYLLV9237,2026-01-21T10:52:10.000Z,,
DYLLV9237,2026-01-26T19:22:58.000Z,10.59,
DYLLV9237,2026-01-26T23:44:39.000Z,9.565,
DYLLV9237,2026-01-27T00:02:09.000Z,12.946666666666667,
DYLLV9237,2026-01-27T12:49:56.000Z,13.447500000000002,
DYLLV9237,2026-01-31T22:04:23.000Z,,
DYLLV9237,2026-02-05T17:30:46.000Z,,
DYLLV9237,2026-02-06T00:46:50.000Z,,
DYLLV9237,2026-02-10T14:35:40.000Z,29.82,29.18
DYLLV9237,2026-02-20T23:51:16.000Z,,
DYRMT9480,2026-01-26T20:10:08.000Z,9.78,
DYRMT9480,2026-01-27T01:08:24.000Z,8.465,
DYRMT9480,2026-01-27T14:00:18.000Z,8.133333333333333,
DYSHC8669,2026-01-26T13:19:44.000Z,12.92,
DYSHC8669,2026-02-10T14:15:45.000Z,23.22,31.19
DYSHC8669,2026-02-10T20:52:40.000Z,19.27,26.490000000000002
DYUGS4351,2026-01-27T05:53:31.000Z,12.69,
DYUGS4351,2026-02-10T15:23:09.000Z,25.81,15.03
DYUGS4351,2026-02-10T20:15:28.000Z,20.16,13.975
DYWEY8508,2026-01-27T02:41:57.000Z,9.33,
DYWEY8508,2026-02-10T23:51:55.000Z,23.84,17.9
DYWHJ8696,2026-01-26T17:42:53.000Z,8.37,
DYWHJ8696,2026-02-10T23:11:52.000Z,22.21,16.21
DYWWS0378,2025-09-18T16:19:43.804Z,,14.39
DYWWS0378,2026-01-26T15:25:12.000Z,7.0,
DYWWS0378,2026-01-26T15:59:53.000Z,9.030000000000001,
DYWWS0378,2026-02-10T14:50:10.000Z,18.39,16.94
DYZXT2661,2026-01-26T23:24:40.000Z,13.75,
DYZXT2661,2026-01-27T05:07:56.000Z,15.45,
DZBHR9476,2026-01-26T12:14:59.000Z,11.72,
DZBKX0961,2026-01-26T12:57:19.000Z,8.82,
DZBKX0961,2026-01-26T17:51:08.000Z,9.71,
DZBKX0961,2026-02-10T04:56:39.000Z,18.21,11.18
DZBKX0961,2026-02-10T06:05:32.000Z,18.585,11.530000000000001
DZBKX0961,2026-02-10T21:00:50.000Z,20.083333333333332,11.790000000000001
DZFFW4078,2026-01-27T00:45:43.000Z,6.79,
DZFFW4078,2026-01-27T01:02:55.000Z,6.85,
DZFFW4078,2026-01-27T06:12:37.000Z,9.326666666666666,
DZFFW4078,2026-01-27T14:14:05.000Z,9.84,
DZFFW4078,2026-01-27T14:48:28.000Z,9.736,
DZFVS4727,2026-02-10T21:35:48.000Z,21.04,14.51
DZIEF7974,2026-01-26T20:14:39.000Z,8.69,
DZIEF7974,2026-01-26T23:27:08.000Z,9.645,
DZIEF7974,2026-01-27T04:07:11.000Z,12.216666666666667,
DZIHS7092,2026-01-26T22:58:06.000Z,10.68,
DZIHS7092,2026-02-10T14:51:11.000Z,26.88,22.81
DZKWB0839,2026-01-26T12:20:34.000Z,10.13,
DZKWB0839,2026-01-26T23:18:22.000Z,10.725000000000001,
DZKWB0839,2026-01-27T00:44:59.000Z,9.39,
DZKWB0839,2026-01-27T12:51:43.000Z,15.726666666666667,
DZLAV7766,2026-01-26T12:25:38.000Z,10.88,
DZLAV7766,2026-01-27T00:23:02.000Z,12.855,
DZLAV7766,2026-01-27T00:40:28.000Z,12.530000000000001,
DZLAV7766,2026-01-27T02:09:28.000Z,14.835,
DZLAV7766,2026-01-27T03:36:53.000Z,17.332,
DZLAV7766,2026-01-27T04:11:51.000Z,18.496666666666666,
DZLAV7766,2026-01-27T07:06:38.000Z,18.895714285714284,
DZLAV7766,2026-02-10T21:55:33.000Z,23.79,17.2
DZTFU6199,2026-01-27T11:05:11.000Z,11.8,
DZUWB2477,2026-01-27T02:44:39.000Z,11.34,
DZUWB2477,2026-01-27T14:32:14.000Z,13.24,
DZUWB2477,2026-02-10T15:27:52.000Z,28.84,19.85
DZUWB2477,2026-02-10T21:45:45.000Z,26.165,19.520000000000003
